disassembled_line_length_64,disassembled_line_length_62,disassembled_line_length_59,disassembled_line_length_73,disassembled_line_length_72,disassembled_line_length_63,disassembled_line_length_38,disassembled_line_length_69,disassembled_line_length_80,disassembled_line_length_37,disassembled_line_length_81
224.0,1272.0,1276.0,41.0,41.0,386.0,589.0,38.0,0.0,0.0,0.0
95.0,640.0,1180.0,137.0,11.0,162.0,325.0,150.0,1.0,5.0,10.0
34.0,72.0,113.0,0.0,0.0,62.0,21.0,6.0,0.0,2.0,0.0
171.0,884.0,848.0,28.0,9.0,423.0,257.0,101.0,2.0,5.0,1.0
9.0,20.0,6.0,1.0,1.0,16.0,2.0,1.0,0.0,0.0,0.0
10.0,18.0,7.0,6.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0
141.0,124.0,44.0,7.0,9.0,91.0,12.0,23.0,0.0,0.0,0.0
141.0,122.0,43.0,8.0,9.0,88.0,10.0,24.0,1.0,0.0,0.0
3.0,35.0,13.0,0.0,1.0,15.0,3.0,7.0,0.0,1.0,0.0
34.0,169.0,47.0,3.0,4.0,44.0,7.0,4.0,0.0,0.0,0.0
316.0,1427.0,2553.0,44.0,57.0,478.0,425.0,135.0,4.0,9.0,4.0
341.0,2344.0,1880.0,116.0,36.0,863.0,587.0,353.0,19.0,25.0,7.0
15.0,50.0,31.0,2.0,2.0,16.0,4.0,3.0,0.0,0.0,0.0
409.0,1011.0,713.0,34.0,28.0,454.0,137.0,94.0,2.0,9.0,3.0
15.0,185.0,196.0,2.0,3.0,39.0,53.0,8.0,0.0,1.0,1.0
9.0,61.0,39.0,0.0,1.0,14.0,9.0,5.0,0.0,0.0,0.0
2.0,16.0,5.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0
10.0,68.0,47.0,5.0,0.0,20.0,8.0,7.0,0.0,0.0,1.0
154.0,2575.0,819.0,32.0,14.0,449.0,178.0,90.0,3.0,7.0,4.0
1.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
580.0,124.0,4873.0,17.0,77.0,163.0,745.0,4.0,0.0,0.0,0.0
9.0,16.0,13.0,2.0,3.0,18.0,3.0,1.0,0.0,1.0,0.0
80.0,582.0,364.0,20.0,13.0,219.0,104.0,80.0,6.0,3.0,2.0
9.0,47.0,19.0,6.0,2.0,9.0,5.0,1.0,0.0,0.0,0.0
147.0,2529.0,820.0,40.0,17.0,578.0,281.0,149.0,2.0,14.0,7.0
33.0,20.0,8.0,3.0,1.0,8.0,3.0,3.0,0.0,0.0,0.0
11.0,18.0,28.0,2.0,0.0,13.0,9.0,1.0,0.0,0.0,0.0
7.0,84.0,19.0,0.0,0.0,7.0,15.0,4.0,2.0,0.0,0.0
6.0,9.0,17.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
19.0,61.0,45.0,0.0,0.0,8.0,3.0,2.0,0.0,2.0,0.0
8.0,21.0,8.0,3.0,1.0,9.0,4.0,1.0,0.0,0.0,0.0
1.0,7.0,7.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
2.0,28.0,14.0,3.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0
1.0,14.0,5.0,3.0,4.0,5.0,3.0,5.0,0.0,0.0,0.0
19.0,91.0,93.0,3.0,0.0,19.0,11.0,4.0,0.0,0.0,0.0
8.0,21.0,28.0,4.0,3.0,14.0,2.0,0.0,0.0,0.0,0.0
375.0,886.0,2016.0,68.0,103.0,366.0,642.0,138.0,3.0,9.0,7.0
13.0,107.0,60.0,0.0,2.0,84.0,10.0,5.0,0.0,0.0,0.0
140.0,122.0,44.0,8.0,9.0,90.0,8.0,23.0,0.0,0.0,0.0
13.0,116.0,95.0,5.0,0.0,18.0,12.0,8.0,0.0,0.0,0.0
19.0,112.0,226.0,3.0,3.0,34.0,62.0,8.0,0.0,0.0,1.0
7.0,24.0,11.0,4.0,1.0,10.0,2.0,1.0,0.0,0.0,0.0
68.0,251.0,152.0,9.0,9.0,70.0,45.0,35.0,0.0,0.0,0.0
1804.0,12394.0,8595.0,567.0,225.0,4763.0,3161.0,1773.0,71.0,108.0,52.0
8.0,21.0,15.0,3.0,3.0,2.0,6.0,3.0,0.0,0.0,0.0
10.0,68.0,47.0,5.0,0.0,20.0,8.0,7.0,0.0,0.0,1.0
6.0,19.0,19.0,0.0,0.0,8.0,5.0,5.0,0.0,0.0,0.0
6.0,34.0,63.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0
25.0,192.0,164.0,3.0,3.0,53.0,21.0,36.0,0.0,0.0,0.0
597.0,3492.0,3727.0,135.0,51.0,1511.0,1043.0,533.0,1.0,16.0,5.0
123.0,991.0,318.0,25.0,8.0,333.0,87.0,41.0,1.0,10.0,3.0
9.0,52.0,27.0,6.0,2.0,8.0,4.0,1.0,0.0,0.0,0.0
85.0,252.0,2057.0,10.0,8.0,56.0,34.0,18.0,0.0,0.0,0.0
15.0,22.0,17.0,4.0,3.0,15.0,3.0,0.0,0.0,0.0,0.0
20.0,103.0,198.0,1.0,3.0,31.0,63.0,8.0,0.0,0.0,1.0
11.0,124.0,49.0,6.0,1.0,25.0,16.0,6.0,0.0,1.0,1.0
1.0,16.0,4.0,4.0,3.0,4.0,1.0,2.0,0.0,0.0,0.0
914.0,4281.0,3947.0,84.0,70.0,1134.0,956.0,613.0,15.0,6.0,8.0
6.0,19.0,58.0,4.0,1.0,8.0,3.0,1.0,0.0,0.0,0.0
174.0,1135.0,926.0,46.0,7.0,449.0,296.0,141.0,6.0,10.0,5.0
8.0,64.0,38.0,1.0,0.0,14.0,2.0,6.0,0.0,0.0,0.0
9.0,14.0,15.0,4.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0
29.0,200.0,38.0,2.0,3.0,60.0,1.0,4.0,0.0,1.0,0.0
11.0,124.0,49.0,6.0,1.0,25.0,16.0,6.0,0.0,1.0,1.0
1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
440.0,3651.0,1838.0,58.0,34.0,974.0,82.0,204.0,7.0,13.0,18.0
154.0,547.0,947.0,17.0,15.0,216.0,69.0,64.0,0.0,0.0,0.0
24.0,162.0,47.0,7.0,3.0,189.0,3.0,5.0,1.0,0.0,0.0
9.0,61.0,39.0,0.0,1.0,14.0,9.0,5.0,0.0,0.0,0.0
236.0,3996.0,1438.0,4.0,43.0,1382.0,0.0,24.0,2.0,0.0,0.0
127.0,564.0,232.0,10.0,8.0,203.0,19.0,21.0,0.0,1.0,0.0
11.0,92.0,142.0,1.0,2.0,44.0,21.0,3.0,1.0,0.0,0.0
1715.0,13882.0,9937.0,653.0,248.0,5346.0,3765.0,2101.0,80.0,128.0,73.0
623.0,3519.0,3923.0,125.0,42.0,1491.0,1054.0,483.0,5.0,19.0,5.0
14.0,34.0,85.0,5.0,4.0,12.0,4.0,2.0,0.0,0.0,0.0
438.0,3649.0,1863.0,58.0,34.0,976.0,83.0,201.0,7.0,13.0,18.0
16.0,118.0,51.0,4.0,0.0,24.0,27.0,3.0,4.0,4.0,0.0
7.0,17.0,8.0,3.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0
7.0,31.0,21.0,2.0,1.0,15.0,9.0,1.0,0.0,0.0,0.0
14.0,103.0,154.0,8.0,10.0,16.0,4.0,2.0,0.0,0.0,0.0
9.0,125.0,178.0,1.0,2.0,65.0,39.0,18.0,0.0,0.0,0.0
1.0,10.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0
30.0,208.0,127.0,6.0,7.0,58.0,55.0,18.0,1.0,0.0,1.0
75.0,414.0,119.0,8.0,7.0,84.0,11.0,10.0,0.0,0.0,0.0
5.0,105.0,13.0,4.0,2.0,137.0,1.0,1.0,1.0,0.0,0.0
32.0,33.0,20.0,4.0,2.0,10.0,4.0,1.0,0.0,0.0,0.0
9.0,38.0,21.0,6.0,2.0,8.0,4.0,1.0,0.0,0.0,0.0
154.0,547.0,947.0,17.0,15.0,216.0,69.0,64.0,0.0,0.0,0.0
32.0,194.0,132.0,3.0,7.0,40.0,18.0,9.0,0.0,0.0,0.0
9.0,40.0,42.0,6.0,2.0,21.0,4.0,8.0,0.0,0.0,0.0
32.0,74.0,36.0,2.0,2.0,35.0,3.0,4.0,0.0,0.0,0.0
15.0,44.0,40.0,6.0,2.0,8.0,9.0,2.0,0.0,2.0,0.0
9.0,23.0,10.0,1.0,1.0,17.0,2.0,0.0,0.0,0.0,0.0
9.0,40.0,26.0,7.0,2.0,8.0,5.0,1.0,0.0,0.0,0.0
7.0,21.0,13.0,3.0,1.0,11.0,2.0,1.0,0.0,0.0,0.0
27.0,173.0,110.0,4.0,4.0,56.0,8.0,6.0,0.0,0.0,0.0
266.0,1677.0,1510.0,57.0,47.0,487.0,692.0,115.0,3.0,5.0,4.0
20.0,122.0,23.0,5.0,2.0,152.0,2.0,69.0,1.0,1.0,0.0
6.0,80.0,65.0,2.0,2.0,16.0,25.0,4.0,1.0,0.0,0.0
9.0,103.0,119.0,5.0,0.0,14.0,11.0,2.0,0.0,0.0,0.0
1.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
11.0,51.0,32.0,6.0,2.0,15.0,6.0,4.0,0.0,0.0,0.0
9.0,39.0,25.0,6.0,2.0,8.0,4.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,632.0,405.0,28.0,8.0,238.0,132.0,78.0,1.0,9.0,2.0
70.0,99.0,165.0,2.0,3.0,151.0,51.0,15.0,0.0,0.0,0.0
7.0,22.0,14.0,3.0,4.0,5.0,7.0,2.0,0.0,0.0,0.0
2.0,14.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
31.0,75.0,37.0,3.0,3.0,36.0,1.0,4.0,0.0,0.0,0.0
128.0,571.0,230.0,10.0,8.0,198.0,19.0,19.0,0.0,1.0,0.0
4.0,24.0,32.0,1.0,1.0,7.0,8.0,2.0,0.0,0.0,0.0
9.0,41.0,31.0,6.0,2.0,8.0,6.0,1.0,0.0,0.0,0.0
24.0,29.0,22.0,6.0,3.0,17.0,5.0,2.0,0.0,0.0,1.0
4.0,28.0,35.0,1.0,1.0,13.0,5.0,4.0,0.0,0.0,0.0
11.0,52.0,36.0,6.0,2.0,15.0,6.0,4.0,0.0,0.0,0.0
1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,155.0,211.0,3.0,4.0,43.0,36.0,15.0,1.0,0.0,0.0
10.0,116.0,55.0,6.0,1.0,27.0,25.0,7.0,0.0,0.0,0.0
7.0,90.0,137.0,1.0,2.0,48.0,22.0,6.0,0.0,0.0,1.0
3.0,24.0,12.0,2.0,2.0,10.0,3.0,3.0,0.0,1.0,0.0
141.0,124.0,44.0,7.0,9.0,90.0,9.0,24.0,0.0,0.0,0.0
11.0,50.0,29.0,6.0,2.0,9.0,5.0,1.0,0.0,0.0,0.0
17.0,123.0,44.0,7.0,1.0,21.0,17.0,9.0,0.0,0.0,0.0
2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,404.0,289.0,23.0,14.0,130.0,78.0,52.0,1.0,7.0,1.0
5.0,29.0,63.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0
45.0,273.0,107.0,4.0,2.0,69.0,10.0,22.0,0.0,0.0,0.0
17.0,21.0,15.0,4.0,2.0,13.0,1.0,1.0,0.0,0.0,0.0
75.0,98.0,82.0,0.0,3.0,17.0,9.0,6.0,0.0,0.0,0.0
32.0,78.0,41.0,4.0,2.0,36.0,1.0,6.0,0.0,0.0,0.0
34.0,169.0,47.0,3.0,4.0,44.0,7.0,4.0,0.0,0.0,0.0
127.0,2425.0,811.0,25.0,19.0,415.0,204.0,104.0,2.0,10.0,1.0
156.0,2246.0,914.0,45.0,22.0,496.0,250.0,142.0,6.0,15.0,5.0
48.0,174.0,217.0,7.0,2.0,29.0,38.0,30.0,0.0,0.0,0.0
209.0,2887.0,1050.0,59.0,18.0,550.0,297.0,172.0,7.0,7.0,8.0
5.0,29.0,63.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0
10.0,54.0,28.0,6.0,3.0,13.0,6.0,1.0,0.0,0.0,0.0
7.0,84.0,19.0,0.0,0.0,7.0,15.0,4.0,2.0,0.0,0.0
20.0,98.0,202.0,1.0,3.0,35.0,66.0,10.0,0.0,0.0,1.0
13.0,102.0,63.0,2.0,6.0,25.0,4.0,11.0,0.0,0.0,0.0
375.0,886.0,2016.0,68.0,103.0,366.0,642.0,138.0,3.0,9.0,7.0
13.0,112.0,137.0,8.0,11.0,18.0,7.0,2.0,0.0,0.0,0.0
101.0,604.0,509.0,13.0,10.0,249.0,102.0,62.0,1.0,2.0,2.0
569.0,4231.0,1765.0,76.0,35.0,1233.0,538.0,213.0,5.0,9.0,8.0
206.0,872.0,911.0,37.0,17.0,450.0,109.0,60.0,6.0,2.0,0.0
8.0,20.0,12.0,1.0,2.0,10.0,2.0,3.0,0.0,0.0,0.0
5.0,82.0,53.0,0.0,0.0,5.0,3.0,6.0,0.0,0.0,0.0
1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7.0,46.0,29.0,2.0,0.0,15.0,6.0,3.0,0.0,0.0,0.0
23.0,167.0,47.0,7.0,3.0,182.0,3.0,8.0,0.0,1.0,0.0
9.0,90.0,135.0,2.0,2.0,44.0,17.0,7.0,0.0,1.0,0.0
14.0,69.0,522.0,2.0,0.0,7.0,265.0,1.0,0.0,0.0,0.0
24.0,189.0,89.0,6.0,4.0,43.0,18.0,19.0,0.0,0.0,0.0
0.0,10.0,6.0,3.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0
13.0,116.0,95.0,5.0,0.0,18.0,12.0,8.0,0.0,0.0,0.0
845.0,5683.0,5335.0,98.0,221.0,1523.0,2087.0,383.0,22.0,13.0,38.0
22.0,229.0,121.0,7.0,11.0,51.0,45.0,19.0,0.0,2.0,0.0
12.0,111.0,52.0,5.0,1.0,45.0,21.0,8.0,2.0,1.0,0.0
8.0,21.0,28.0,4.0,3.0,14.0,2.0,0.0,0.0,0.0,0.0
41.0,165.0,41.0,3.0,3.0,46.0,7.0,8.0,0.0,1.0,0.0
1715.0,12396.0,8842.0,581.0,201.0,4714.0,3373.0,1848.0,65.0,106.0,63.0
17.0,75.0,125.0,3.0,2.0,14.0,3.0,2.0,0.0,0.0,0.0
6.0,15.0,31.0,1.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0
9.0,20.0,8.0,3.0,1.0,10.0,2.0,1.0,1.0,0.0,0.0
9.0,39.0,25.0,6.0,2.0,8.0,4.0,1.0,0.0,0.0,0.0
6.0,34.0,64.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0
5.0,18.0,62.0,5.0,1.0,8.0,4.0,1.0,0.0,0.0,0.0
1142.0,3894.0,5194.0,90.0,30.0,1419.0,994.0,408.0,11.0,17.0,13.0
44.0,461.0,94.0,5.0,7.0,141.0,15.0,9.0,1.0,0.0,0.0
30.0,228.0,407.0,5.0,2.0,53.0,59.0,23.0,0.0,0.0,0.0
11.0,14.0,7.0,2.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0
31.0,77.0,39.0,4.0,2.0,34.0,4.0,4.0,0.0,0.0,0.0
16.0,148.0,139.0,2.0,0.0,22.0,7.0,1.0,0.0,1.0,0.0
585.0,2112.0,1143.0,47.0,27.0,460.0,162.0,117.0,2.0,6.0,2.0
11.0,52.0,49.0,6.0,2.0,13.0,9.0,2.0,0.0,0.0,0.0
171.0,884.0,848.0,28.0,9.0,423.0,257.0,101.0,2.0,5.0,1.0
230.0,3251.0,1266.0,51.0,30.0,659.0,340.0,176.0,7.0,20.0,6.0
8.0,68.0,19.0,1.0,0.0,9.0,18.0,3.0,2.0,0.0,1.0
9.0,49.0,29.0,6.0,3.0,11.0,10.0,1.0,0.0,0.0,0.0
9.0,61.0,20.0,6.0,3.0,28.0,5.0,6.0,0.0,0.0,0.0
1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
591.0,3482.0,3727.0,135.0,49.0,1520.0,1037.0,522.0,1.0,16.0,4.0
21.0,175.0,83.0,5.0,5.0,45.0,30.0,22.0,4.0,2.0,1.0
13.0,97.0,153.0,0.0,4.0,53.0,21.0,4.0,0.0,0.0,1.0
136.0,325.0,143.0,9.0,8.0,92.0,10.0,8.0,0.0,2.0,0.0
0.0,14.0,7.0,2.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0
6.0,80.0,65.0,2.0,2.0,16.0,25.0,4.0,1.0,0.0,0.0
83.0,627.0,342.0,25.0,5.0,192.0,108.0,62.0,0.0,7.0,2.0
9.0,39.0,25.0,6.0,2.0,8.0,4.0,1.0,0.0,0.0,0.0
6.0,130.0,30.0,4.0,2.0,152.0,5.0,0.0,1.0,0.0,0.0
11.0,47.0,27.0,6.0,2.0,9.0,5.0,1.0,0.0,0.0,0.0
98.0,828.0,412.0,14.0,2.0,296.0,190.0,23.0,0.0,0.0,0.0
24.0,189.0,89.0,6.0,4.0,43.0,18.0,19.0,0.0,0.0,0.0
6.0,52.0,45.0,4.0,2.0,5.0,2.0,1.0,0.0,0.0,0.0
378.0,340.0,47.0,18.0,3.0,182.0,6.0,16.0,0.0,0.0,0.0
6.0,7.0,9.0,0.0,2.0,12.0,3.0,3.0,0.0,1.0,0.0
27.0,202.0,41.0,1.0,3.0,58.0,4.0,4.0,0.0,0.0,0.0
6.0,40.0,50.0,2.0,2.0,22.0,1.0,5.0,0.0,0.0,0.0
4.0,9.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,28.0,13.0,2.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0
26.0,252.0,249.0,11.0,6.0,93.0,68.0,35.0,1.0,1.0,0.0
86.0,416.0,238.0,13.0,9.0,193.0,65.0,41.0,0.0,2.0,0.0
221.0,2112.0,829.0,20.0,25.0,742.0,73.0,44.0,1.0,1.0,0.0
9.0,39.0,25.0,6.0,2.0,8.0,4.0,1.0,0.0,0.0,0.0
2.0,13.0,8.0,4.0,3.0,5.0,3.0,1.0,0.0,0.0,1.0
1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
911.0,3572.0,1299.0,47.0,19.0,968.0,317.0,94.0,2.0,27.0,4.0
90.0,642.0,515.0,15.0,8.0,248.0,95.0,73.0,2.0,5.0,1.0
2.0,23.0,12.0,2.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0
12.0,79.0,65.0,3.0,9.0,29.0,2.0,20.0,0.0,0.0,0.0
9.0,25.0,7.0,3.0,1.0,9.0,3.0,1.0,0.0,0.0,1.0
5.0,89.0,65.0,1.0,1.0,11.0,3.0,5.0,0.0,0.0,0.0
1.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
171.0,884.0,848.0,28.0,9.0,423.0,257.0,101.0,2.0,5.0,1.0
9.0,42.0,22.0,6.0,2.0,8.0,4.0,1.0,0.0,0.0,0.0
4.0,28.0,35.0,1.0,1.0,13.0,5.0,4.0,0.0,0.0,0.0
13.0,107.0,60.0,0.0,2.0,84.0,10.0,5.0,0.0,0.0,0.0
2.0,18.0,16.0,2.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0
32.0,152.0,61.0,4.0,2.0,41.0,4.0,4.0,0.0,0.0,0.0
141.0,123.0,45.0,7.0,9.0,88.0,10.0,23.0,0.0,0.0,0.0
375.0,886.0,2016.0,68.0,103.0,366.0,642.0,138.0,3.0,9.0,7.0
15.0,44.0,40.0,6.0,2.0,8.0,9.0,2.0,0.0,2.0,0.0
593.0,3508.0,3706.0,137.0,48.0,1521.0,1044.0,532.0,1.0,16.0,4.0
47.0,191.0,166.0,4.0,2.0,42.0,11.0,9.0,0.0,1.0,0.0
8.0,20.0,12.0,1.0,2.0,10.0,2.0,3.0,0.0,0.0,0.0
8.0,14.0,6.0,8.0,1.0,9.0,2.0,2.0,0.0,0.0,0.0
7.0,97.0,147.0,0.0,4.0,44.0,23.0,2.0,0.0,0.0,0.0
79.0,138.0,48.0,5.0,3.0,55.0,9.0,8.0,0.0,0.0,0.0
9.0,63.0,103.0,5.0,2.0,7.0,4.0,1.0,0.0,0.0,0.0
29.0,125.0,74.0,5.0,3.0,39.0,29.0,9.0,0.0,1.0,0.0
30.0,208.0,127.0,6.0,7.0,58.0,55.0,18.0,1.0,0.0,1.0
180.0,2847.0,1002.0,47.0,20.0,528.0,242.0,151.0,5.0,7.0,4.0
191.0,240.0,274.0,0.0,3.0,229.0,2.0,0.0,0.0,0.0,0.0
1158.0,7522.0,5295.0,326.0,129.0,2881.0,2025.0,1118.0,38.0,67.0,34.0
24.0,189.0,89.0,6.0,4.0,43.0,18.0,19.0,0.0,0.0,0.0
6.0,58.0,29.0,3.0,3.0,4.0,7.0,2.0,0.0,1.0,0.0
16.0,98.0,160.0,1.0,2.0,48.0,18.0,2.0,0.0,0.0,0.0
142.0,980.0,716.0,52.0,21.0,384.0,251.0,159.0,6.0,10.0,6.0
12.0,94.0,120.0,3.0,0.0,14.0,23.0,4.0,0.0,0.0,0.0
7.0,59.0,25.0,7.0,3.0,33.0,2.0,5.0,0.0,0.0,0.0
1.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
16.0,108.0,227.0,1.0,3.0,32.0,65.0,9.0,0.0,0.0,1.0
17.0,123.0,44.0,7.0,1.0,21.0,17.0,9.0,0.0,0.0,0.0
27.0,42.0,11.0,2.0,3.0,12.0,1.0,4.0,0.0,0.0,0.0
257.0,1928.0,1921.0,34.0,27.0,517.0,99.0,53.0,0.0,3.0,2.0
9.0,39.0,25.0,6.0,2.0,8.0,4.0,1.0,0.0,0.0,0.0
1.0,22.0,13.0,2.0,2.0,5.0,3.0,2.0,0.0,0.0,0.0
24.0,189.0,89.0,6.0,4.0,43.0,18.0,19.0,0.0,0.0,0.0
35.0,87.0,91.0,3.0,1.0,67.0,22.0,11.0,0.0,0.0,0.0
2.0,9.0,9.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
48.0,404.0,289.0,23.0,14.0,130.0,78.0,52.0,1.0,7.0,1.0
7.0,60.0,19.0,7.0,3.0,35.0,1.0,6.0,0.0,0.0,1.0
124.0,358.0,1164.0,19.0,11.0,158.0,75.0,54.0,0.0,1.0,0.0
188.0,3243.0,1175.0,46.0,20.0,608.0,335.0,164.0,6.0,11.0,5.0
7.0,19.0,9.0,4.0,3.0,12.0,5.0,2.0,0.0,0.0,0.0
9.0,51.0,32.0,6.0,2.0,8.0,7.0,1.0,0.0,0.0,0.0
28.0,195.0,39.0,2.0,3.0,58.0,3.0,5.0,0.0,0.0,0.0
9.0,39.0,25.0,6.0,2.0,8.0,4.0,1.0,0.0,0.0,0.0
3.0,8.0,26.0,1.0,0.0,12.0,6.0,2.0,0.0,0.0,0.0
8.0,60.0,57.0,2.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0
111.0,455.0,947.0,15.0,11.0,168.0,81.0,33.0,1.0,3.0,3.0
7.0,85.0,145.0,2.0,2.0,51.0,15.0,4.0,0.0,1.0,1.0
12.0,111.0,52.0,5.0,1.0,45.0,21.0,8.0,2.0,1.0,0.0
20.0,216.0,201.0,1.0,3.0,44.0,70.0,11.0,0.0,0.0,1.0
12.0,111.0,52.0,5.0,1.0,45.0,21.0,8.0,2.0,1.0,0.0
1934.0,14117.0,9813.0,614.0,264.0,5957.0,3580.0,2012.0,77.0,135.0,68.0
24.0,39.0,69.0,0.0,4.0,47.0,2.0,3.0,0.0,0.0,0.0
27.0,197.0,39.0,2.0,4.0,60.0,2.0,6.0,0.0,1.0,0.0
128.0,1008.0,329.0,15.0,16.0,296.0,13.0,18.0,0.0,1.0,1.0
14.0,82.0,103.0,7.0,5.0,8.0,17.0,2.0,0.0,0.0,0.0
10.0,47.0,34.0,7.0,2.0,8.0,4.0,2.0,0.0,0.0,0.0
69.0,530.0,461.0,14.0,8.0,209.0,127.0,57.0,3.0,4.0,1.0
1.0,18.0,5.0,2.0,1.0,7.0,2.0,0.0,0.0,1.0,0.0
241.0,1344.0,1633.0,43.0,19.0,934.0,320.0,409.0,6.0,11.0,4.0
7.0,31.0,21.0,2.0,1.0,15.0,9.0,1.0,0.0,0.0,0.0
177.0,2210.0,975.0,45.0,16.0,561.0,254.0,151.0,3.0,10.0,5.0
27.0,258.0,260.0,9.0,6.0,100.0,73.0,36.0,4.0,2.0,0.0
1473.0,10303.0,7296.0,494.0,195.0,4135.0,2889.0,1487.0,60.0,106.0,49.0
769.0,6001.0,4442.0,292.0,119.0,2335.0,1691.0,933.0,32.0,47.0,25.0
210.0,2965.0,1044.0,61.0,19.0,577.0,311.0,147.0,9.0,12.0,6.0
240.0,4017.0,1515.0,4.0,44.0,1356.0,0.0,18.0,1.0,0.0,0.0
91.0,518.0,415.0,35.0,18.0,211.0,124.0,84.0,5.0,10.0,2.0
33.0,77.0,46.0,2.0,2.0,36.0,1.0,4.0,0.0,0.0,0.0
14.0,88.0,39.0,8.0,6.0,25.0,2.0,29.0,0.0,0.0,0.0
9.0,19.0,11.0,1.0,1.0,16.0,1.0,1.0,0.0,0.0,0.0
32.0,155.0,66.0,4.0,2.0,43.0,4.0,4.0,0.0,0.0,0.0
4.0,9.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,152.0,78.0,5.0,2.0,47.0,16.0,11.0,0.0,0.0,0.0
646.0,3503.0,3945.0,126.0,44.0,1484.0,1043.0,487.0,5.0,18.0,5.0
15.0,50.0,31.0,2.0,2.0,16.0,4.0,3.0,0.0,0.0,0.0
5.0,89.0,65.0,1.0,1.0,11.0,3.0,5.0,0.0,0.0,0.0
95.0,639.0,1180.0,137.0,11.0,162.0,325.0,150.0,1.0,5.0,10.0
8.0,87.0,90.0,1.0,0.0,14.0,16.0,2.0,0.0,0.0,0.0
1.0,16.0,6.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
6.0,25.0,58.0,4.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0
35.0,145.0,150.0,7.0,5.0,26.0,372.0,6.0,0.0,0.0,0.0
110.0,933.0,690.0,41.0,14.0,406.0,229.0,174.0,2.0,12.0,6.0
16.0,45.0,31.0,6.0,2.0,12.0,7.0,2.0,0.0,0.0,0.0
15.0,20.0,16.0,5.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0
15.0,18.0,14.0,6.0,2.0,13.0,5.0,1.0,0.0,0.0,0.0
9.0,47.0,19.0,6.0,2.0,9.0,5.0,1.0,0.0,0.0,0.0
5.0,21.0,60.0,4.0,1.0,11.0,6.0,0.0,0.0,0.0,0.0
4.0,9.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,79.0,70.0,2.0,0.0,3.0,4.0,6.0,0.0,0.0,0.0
9.0,51.0,27.0,6.0,2.0,8.0,6.0,2.0,0.0,0.0,0.0
12.0,131.0,187.0,3.0,2.0,37.0,68.0,9.0,0.0,0.0,0.0
23.0,29.0,8.0,4.0,4.0,11.0,6.0,1.0,0.0,0.0,0.0
2994.0,6494.0,4562.0,149.0,92.0,2122.0,784.0,662.0,16.0,27.0,18.0
4.0,25.0,46.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0
375.0,886.0,2016.0,68.0,103.0,366.0,642.0,138.0,3.0,9.0,7.0
129.0,565.0,229.0,10.0,8.0,203.0,20.0,19.0,0.0,1.0,0.0
406.0,998.0,727.0,33.0,28.0,441.0,124.0,94.0,2.0,8.0,3.0
