disassembled_line_length_40,disassembled_line_length_67,disassembled_line_length_49,disassembled_line_length_19,disassembled_line_length_31,disassembled_line_length_48,disassembled_line_length_50,disassembled_line_length_44,disassembled_line_length_56,disassembled_line_length_57
762.0,20.0,2672.0,3.0,3.0,2730.0,778.0,2595.0,601.0,99.0
41400.0,1279.0,86478.0,2.0,2.0,118764.0,52754.0,119914.0,42770.0,8020.0
112306.0,1896.0,107928.0,1.0,1.0,96564.0,198898.0,123250.0,89469.0,28378.0
68052.0,238.0,31516.0,0.0,0.0,17991.0,22340.0,44752.0,25641.0,21421.0
864.0,22.0,2869.0,3.0,3.0,2707.0,817.0,2759.0,652.0,133.0
648.0,20.0,2624.0,3.0,3.0,2643.0,661.0,2549.0,553.0,90.0
973.0,20.0,2639.0,3.0,3.0,2670.0,1306.0,2704.0,557.0,90.0
91037.0,1013.0,73755.0,2.0,2.0,69459.0,31097.0,68066.0,27998.0,8814.0
891.0,19.0,2781.0,3.0,3.0,3013.0,800.0,2634.0,643.0,101.0
67787.0,239.0,31284.0,0.0,0.0,17867.0,22250.0,44384.0,25363.0,21438.0
970.0,23.0,2726.0,3.0,3.0,2718.0,768.0,2773.0,608.0,110.0
997.0,20.0,2808.0,3.0,3.0,2705.0,804.0,2692.0,664.0,120.0
143880.0,3445.0,139041.0,1.0,1.0,104750.0,63852.0,156787.0,101286.0,12150.0
633.0,19.0,2643.0,3.0,3.0,2632.0,648.0,2543.0,542.0,89.0
1011.0,26.0,2692.0,3.0,3.0,2771.0,697.0,2591.0,639.0,93.0
698.0,20.0,2630.0,3.0,3.0,2669.0,843.0,2554.0,556.0,90.0
1307.0,22.0,2744.0,3.0,3.0,2740.0,796.0,2699.0,627.0,102.0
3800.0,210.0,6377.0,1.0,1.0,8885.0,5584.0,9743.0,3103.0,604.0
14731.0,341.0,34765.0,0.0,0.0,18502.0,16212.0,39569.0,27932.0,20548.0
14679.0,313.0,31521.0,0.0,0.0,17219.0,14986.0,36411.0,25481.0,20109.0
82361.0,1733.0,70889.0,3.0,3.0,105339.0,44659.0,92326.0,46599.0,7474.0
97657.0,75257.0,54471.0,0.0,0.0,19223.0,84373.0,28667.0,13547.0,2531.0
648.0,20.0,2624.0,3.0,3.0,2643.0,661.0,2549.0,553.0,90.0
1091.0,20.0,2811.0,3.0,3.0,3259.0,960.0,2622.0,552.0,102.0
18575.0,961.0,6356.0,0.0,0.0,11500.0,20685.0,7321.0,2824.0,3633.0
2784.0,41.0,2794.0,0.0,0.0,6379.0,2997.0,7149.0,5452.0,1199.0
3272.0,57.0,7697.0,0.0,0.0,4214.0,2585.0,8284.0,8261.0,2353.0
6423.0,119.0,7455.0,1.0,1.0,12877.0,6543.0,14010.0,10092.0,3213.0
20212.0,1320.0,58584.0,3.0,3.0,80689.0,37812.0,76474.0,32592.0,6096.0
1977.0,306.0,2173.0,2.0,2.0,356.0,5943.0,2556.0,2290.0,385.0
4132.0,186.0,9490.0,0.0,0.0,393.0,4987.0,6100.0,2975.0,878.0
2992.0,33.0,3252.0,0.0,0.0,7449.0,3107.0,9392.0,6985.0,1897.0
738.0,20.0,2684.0,3.0,3.0,2708.0,733.0,2615.0,582.0,127.0
14657.0,270.0,31812.0,0.0,0.0,17353.0,15101.0,36724.0,25604.0,20197.0
161.0,26.0,217.0,2.0,2.0,481.0,217.0,639.0,200.0,20.0
160.0,26.0,224.0,2.0,2.0,476.0,219.0,633.0,203.0,20.0
13976.0,345.0,21700.0,3.0,3.0,22086.0,13947.0,23391.0,9942.0,2328.0
1114.0,22.0,2662.0,3.0,3.0,2825.0,853.0,2644.0,579.0,112.0
1013.0,22.0,2679.0,3.0,3.0,3428.0,779.0,2613.0,553.0,151.0
3011.0,32.0,3277.0,0.0,0.0,7496.0,3093.0,9382.0,6986.0,1897.0
3010.0,31.0,3282.0,0.0,0.0,7485.0,3111.0,9376.0,7001.0,1898.0
882.0,21.0,2741.0,3.0,3.0,2736.0,763.0,2736.0,679.0,123.0
1726.0,21.0,6244.0,0.0,0.0,3200.0,1989.0,6875.0,6941.0,2460.0
1032.0,20.0,2679.0,3.0,3.0,2726.0,833.0,2603.0,573.0,100.0
3010.0,35.0,3259.0,0.0,0.0,7485.0,3109.0,9354.0,7013.0,1901.0
10689.0,361.0,9221.0,1.0,1.0,8793.0,23822.0,11615.0,6701.0,1326.0
964.0,26.0,2225.0,1.0,1.0,625.0,875.0,1182.0,442.0,114.0
1154.0,21.0,2731.0,3.0,3.0,2757.0,919.0,2721.0,699.0,156.0
28125.0,163.0,11124.0,0.0,0.0,10968.0,15465.0,25965.0,11065.0,4087.0
